Cohen seeks to withhold identity of mystery client, https://www.washingtonpost.com/world/national-security/cohen-seeks-to-withhold-identity-of-mystery-client/2018/04/16/be7e5fce-4182-11e8-8569-26fda6b404c7_story.html, Devlin Barrett, Devlin Barrett, 2018-04-16T17:53:00Z, The Washington Post, Trump’s personal lawyer said he had three legal clients in the past year — including one whose identity he asked to keep confidential., https://www.washingtonpost.com/rf/image_1484w/2010-2019/WashingtonPost/2018/04/16/National-Security/Images/Trump_Russia_Probe_50406-2e622.jpg?t=20170517
Stop enrollment fraud? D.C. school officials are often the ones committing it, https://www.washingtonpost.com/local/dc-politics/stop-enrollment-fraud-dc-school-officials-are-often-the-ones-committing-it/2018/04/16/03b816c0-3ce7-11e8-8d53-eba0ed2371cc_story.html, Peter Jamison, Emma Brown, Peter Jamison, Emma Brown, 2018-04-16T17:51:00Z, The Washington Post, Lax enforcement has bred “consequence-free” system abused by its own employees., https://www.washingtonpost.com/rf/image_1484w/2010-2019/WashingtonPost/2017/08/16/Local/Images/ellington06.jpg?t=20170517
GAO says EPA violated spending law on Pruitt's privacy booth, https://apnews.com/1d6889c3a8cf4bad80479655197d3504, MICHAEL BIESECKER, 2018-04-16T17:46:48Z, Associated Press, WASHINGTON (AP) — An internal government watchdog says the Environmental Protection Agency violated federal spending laws when purchasing a $43,000 soundproof privacy booth for Administrator Scott Pruitt to make private phone calls in his office. The Governme…, https://storage.googleapis.com/afs-prod/media/media:af060ab223f048ba987c37af2f343e2f/3000.jpeg
Helen Hunt on new movie and possible 'Mad About You' reboot, http://video.foxnews.com/v/5771347052001/, Fox News, 2018-04-16T17:45:05.7230169Z, Fox News, Oscar winner mixes things up with her new emotionally charged feature 'The Miracle Season,' based on the true story about a female volleyball team that overcomes the loss of their star player., http://a57.foxnews.com/media2.foxnews.com/BrightCove/694940094001/2018/04/16/640/360/694940094001_5771345896001_5771347052001-vs.jpg
8-year-old boy at school slashes other students with knife, https://apnews.com/2593bddaf64c41fb8adfdd4a0d598fb3,  , 2018-04-16T17:43:58Z, Associated Press, SAUK RAPIDS, Minn. (AP) — Authorities say an 8-year-old student took a kitchen knife to a central Minnesota elementary school and attacked three other children. Chief Perry Beise says the victims aged 8, 9 and 13 suffered "superficial wounds" requiring stitch…,  
Allegiant Air CEO's Net Worth Is $52 Million Lower After <em>60 Minutes</em> Segment Questions Safety, http://fortune.com/2018/04/16/allegiant-airlines-nasdaq-stock-60-minutes/,  , 2018-04-16T17:37:03Z, Fortune,  , https://fortunedotcom.files.wordpress.com/2018/04/allegiant-air-60-minutes-safety-scandal-ceo.jpg
EPA’s $43,000 Phone Booth for Scott Pruitt Broke the Law, Oversight Body Says, https://www.wsj.com/articles/epas-43-000-phone-booth-for-scott-pruitt-broke-the-law-oversight-body-says-1523900239, Heidi Vogt, 2018-04-16T17:37:00Z, The Wall Street Journal, The EPA violated the law when it didn’t notify Congress before buying a $43,000 soundproof phone booth for Administrator Scott Pruitt, a government oversight body said., https://images.wsj.net/im-7181/social
Trump Set to Nominate Richard Clarida, Michelle Bowman to Fed Board, https://www.wsj.com/articles/trump-set-to-nominate-richard-clarida-michelle-bowman-to-fed-board-1523900241, Nick Timiraos, 2018-04-16T17:37:00Z, The Wall Street Journal, Donald Trump is set to announce Monday two nominees to the Federal Reserve Board—Columbia University economist Richard Clarida as vice chairman and Kansas Bank Commissioner Michelle Bowman as a governor., https://images.wsj.net/im-7171/social
Trump to nominate economist Richard Clarida as Fed vice chair: report, https://www.cnbc.com/2018/04/16/trump-to-nominate-economist-richard-clarida-as-fed-vice-chair-report.html, CNBC US Source, 2018-04-16T17:34:34Z, CNBC,  , //sc.cnbcfm.com/applications/cnbc.com/staticcontent/img/cnbc_logo.gif
Desi Linden Waited for Her Competitor to Use the Bathroom. But She Still Won the 2018 Boston Marathon, http://fortune.com/2018/04/16/desi-linden-2018-boston-marathon/,  , 2018-04-16T17:33:50Z, Fortune,  , https://fortunedotcom.files.wordpress.com/2018/04/desi-linden-2018-boston-marathon-winner.jpg
S. Carolina inmate: Bodies stacked up during riot; 7 slain, https://apnews.com/c3db6362f47242a8a35e42f52a0422c9, MEG KINNARD, 2018-04-16T17:31:27Z, Associated Press, COLUMBIA, S.C. (AP) — Inmates armed with homemade knives fought each other for more than seven hours inside a maximum-security prison, leaving seven of them dead in the worst U.S. prison riot in a quarter-century, officials said. An inmate who witnessed the v…, https://storage.googleapis.com/afs-prod/media/media:0319879def0a444f83c8f997f3eb2fbd/3000.jpeg
Diversity and inclusion, data privacy and security ops will be on everyone's mind at RSA, https://techcrunch.com/2018/04/16/diversity-and-inclusion-data-privacy-and-security-ops-will-be-on-everyones-mind-at-rsa/, Monzy Merza, 2018-04-16T17:30:28Z, TechCrunch, Monzy Merza Contributor Monzy Merza is the chief security evangelist at Splunk. More posts by this contributor The four cybersecurity terms everyone is talking about at Black Hat This week, 50,000 security professionals will descend upon San Francisco for the…, https://techcrunch.com/wp-content/uploads/2018/03/gettyimages-845790860.jpg?w=600
Bertucci's files Chapter 11 bankruptcy: Pizza chain may close restaurants, https://www.usatoday.com/story/money/2018/04/16/bertuccis-chapter-11-bankruptcy/519661002/?utm_source=google&utm_medium=amp&utm_campaign=speakable,  , 2018-04-16T17:28:47+00:00, USA Today, Brick oven pizza chain Bertucci's filed for Chapter 11 bankruptcy protection late Sunday and may close restaurants., https://www.gannett-cdn.com/-mm-/cecc8b8c9198193250b9e757420d497b64572afc/c=0-30-580-356&r=x1683&c=3200x1680/local/-/media/2018/03/27/USATODAY/usatsports/MotleyFool-TMOT-934e0f90-fast-casual_large.jpg
Trump seeks to limit access to records seized in FBI raid, https://apnews.com/8c7ec70c7a8b4e1f9e04fda010a4f6fc, TOM HAYS and LARRY NEUMEISTER, 2018-04-16T17:22:17Z, Associated Press, NEW YORK (AP) — Porn actress Stormy Daniels is expected to attend a court hearing Monday where a federal judge is considering how to review materials that the FBI seized from President Donald Trump's personal lawyer to determine whether they should be protect…, https://storage.googleapis.com/afs-prod/media/media:05619f36aca64b1587c80139b76a6c88/3000.jpeg
Commentary: What We Get Wrong About Fixing the Racial Wealth Gap, http://fortune.com/2018/04/16/racial-inequality-wealth-gap-black-african-americans/,  , 2018-04-16T17:21:29Z, Fortune,  , https://fortunedotcom.files.wordpress.com/2018/04/racial-wealth-gap.jpg
Watchdog finds EPA broke law by spending $43K on Scott Pruitt's soundproof booth and not telling Congress, https://www.usatoday.com/story/news/politics/2018/04/16/watchdog-finds-epa-broke-law-spending-43-k-scott-pruitts-soundproof-booth-and-not-telling-congress/520614002/?utm_source=google&utm_medium=amp&utm_campaign=speakable,  , 2018-04-16T17:21:05+00:00, USA Today, A congressional watchdog found the EPA broke the law by spending $43K on Administrator Scott Pruitt's soundproof booth without telling Congress first., https://www.gannett-cdn.com/-mm-/b7e002b129d32fa3b7ff1a9816f2df2368cfd709/c=0-307-2996-2000&r=x1683&c=3200x1680/local/-/media/2017/12/07/USATODAY/USATODAY/636482598216783952-887736324-95861137.JPG
Boston Marathon 2018 live: Americans Desiree Linden, Sarah Sellers finish 1-2, running into history, https://www.washingtonpost.com/news/sports/wp/2018/04/16/boston-marathon-2018-live-how-to-watch-viewers-guide-and-race-times/, Cindy Boren, Cindy Boren, 2018-04-16T17:19:00Z, The Washington Post, Linden is the first American woman to win in Boston since 1985 and American women nabbed five of the top six spots. American men finished third and fourth behind Japan's Yuki Kawauchi., https://www.washingtonpost.com/resizer/-InGfcpY8GdAjCA59BAfz0HPSmQ=/1484x0/arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/UFDEF3DCPAYVXNCV3CTM2CR7SI.jpg
Desi Linden becomes first American woman to win Boston Marathon in 33 years, https://www.usatoday.com/story/sports/olympics/2018/04/16/desi-linden-becomes-first-american-woman-win-boston-marathon-33-years/520562002/?utm_source=google&utm_medium=amp&utm_campaign=speakable,  , 2018-04-16T17:16:33+00:00, USA Today, Desi Linden blows past favorites to win Boston Marathon on a rainy and windy Patriots Day. She is the first American woman to win in Boston since Lisa Larsen Weidenbach in 1985., https://www.gannett-cdn.com/-mm-/3722f2433a004c30e722f751059412a3b05afeec/c=0-117-2660-1620&r=x1683&c=3200x1680/local/-/media/2018/04/16/USATODAY/USATODAY/636594764121110903-USP-RUNNING-BOSTON-MARATHON-99222515.JPG
Will 'digital resurrections' let us bring back the dead?, http://www.nbcnews.com/mach/science/will-digital-resurrections-let-us-bring-back-dead-ncna865806, David Cox, 2018-04-16T17:15:20.8500222Z, NBC News, Digital resurrection technology will let us get in touch with the dead by replicating their emails and texts, and even creating VR and avatars of them., https://media1.s-nbcnews.com/j/newscms/2018_15/2397796/180413-vintage-photo-stock-memories-mn-1135_4f6d82af38c146c833c079d819ff4579.1200;630;7;70;5.jpg
Senate Democrats seek more public information on CIA nominee Gina Haspel, http://www.nbcnews.com/politics/congress/senate-democrats-seek-more-public-information-cia-nominee-gina-haspel-n866146, Leigh Ann Caldwell, 2018-04-16T17:15:18.1363861Z, NBC News, Sens. Heinrich, Feinstein and Wyden write letter to CIA Director Mike Pompeo asking the agency to declassify information about CIA nominee Gina Haspel., https://media2.s-nbcnews.com/j/newscms/2018_11/2361071/180313-gina-haspel-william-donovan-award-dinner-ew-354p_de9b19dea59cefcd2c3867869f402ecf.1200;630;7;70;5.jpg
